Year,TWDBSurveyNo,PermitHolder,Latitude,Longitude,SourceType,UseType,SS_Pur,County,AquiferName,SurfaceWaterSource,SellerName,NAICS,Saline,Estimated,Volume,RelatedtoCOG
1983,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1890000,No
1982,331971,GOOCH PACKING COMPANY,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,311611,No,No,1889000,No
1993,150630,CONCHO RURAL WATER CORPPORATION,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1887000,No
1980,623425,OIL INDUSTRIES MANUFACTURING  & ENGINEERING,NA,NA,Groundwater,Industrial,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,333132,No,No,1886430,No
2008,764190,SAN ANGELO BY PRODUCTS,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,311613,No,No,1885000,No
2009,764190,SAN ANGELO BY PRODUCTS,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,311613,No,Yes,1885000,No
2003,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1884000,No
1993,893510,EL PASO FIELD SERVICES COMPANY-GREASEWOOD PLANT REEVES COUNTY,NA,NA,Groundwater,Industrial,SS,WARD,PECOS AQUIFER,NA,NA,211120,No,No,1883700,Yes
2003,835560,ADM ALLIANCE NUTRITION INC-DIV  ARCHER DANIELS MIDLAND,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,CITY OF SWEETWATER,311224,No,No,1882000,No
2004,835560,ADM ALLIANCE NUTRITION INC-DIV  ARCHER DANIELS MIDLAND,NA,NA,Surface,Industrial,Pur,COKE,NA,OAK CREEK LAKE/RESERVOIR,CITY OF SWEETWATER,311224,No,Yes,1882000,No
1989,656564,SHADY LANE MHP,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1880000,No
2017,267921,TARGA TEXAS FIELD SERVICE LP,NA,NA,Groundwater,Industrial,SS,IRION,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1872444,No
2015,1103477,LAGO VISTA WATER SYSTEM- VAL VERDE COUNTY,29.4738833,-100.9761333,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,1872100,No
2016,1103477,LAGO VISTA WATER SYSTEM- VAL VERDE COUNTY,29.4738833,-100.9761333,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,1872100,No
2017,1103477,LAGO VISTA WATER SYSTEM- VAL VERDE COUNTY,29.4738833,-100.9761333,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,SurveyEst,1872100,No
2018,1103477,LAGO VISTA WATER SYSTEM- VAL VERDE COUNTY,29.4738833,-100.9761333,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,SurveyEst,1872100,No
1995,545600,MCADOO WSC,NA,NA,Groundwater,Municipal,SS,DICKENS,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1870625,No
1996,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1870100,No
1982,518200,INGRAM CONCRETE,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,327320,No,No,1870000,No
2000,263800,TARGA MIDSTREAM SERVICES LP-PUCKETT PLANT 237,NA,NA,Groundwater,Industrial,SS,PECOS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211130,No,No,1869172,Yes
2011,889525,U S DEPT OF INTERIOR-PANTHER JUNCTION SYSTEM,29.3027077,-103.1780396,Groundwater,Municipal,SS,BREWSTER,OTHER AQUIFER,NA,NA,NA,No,No,1867011,No
1992,177315,CONCHO RURAL WATER CORPORATION-THE OAKS SYSTEM,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1865400,No
2016,683840,PYCO INDUSTRIES INC-AVE A FACILITY,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311224,No,No,1865000,No
1981,514020,LORENZO TEXTILE MILLS,NA,NA,Groundwater,Industrial,Pur,CROSBY,OGALLALA AQUIFER,NA,CITY OF LORENZO,313111,No,No,1864000,No
1996,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1863000,No
1980,567200,MIETHER MACHINE WORKS,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,332710,No,No,1862784,No
2014,871150,REGENCY ENERGY PARTNERS COYANOSA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,PECOS AQUIFER,NA,NA,454312,No,No,1856371,No
1993,177315,CONCHO RURAL WATER CORPORATION-THE OAKS SYSTEM,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1856100,No
1989,656569,CHANCE PROPERTIES COMPANY,NA,NA,Groundwater,Industrial,SS,WINKLER,PECOS AQUIFER,NA,NA,211112,No,No,1854600,Maybe
2011,804158,INGRAM CONCRETE LLC-SNYDER PLT,NA,NA,Surface,Industrial,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER,327320,No,No,1851300,No
1988,656564,SHADY LANE MHP,NA,NA,Groundwater,Municipal,SS,HALE,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1850000,No
1994,143470,INGRAM ENTERPRISES LP-LUBBOCK NORTH PLANTS,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,327320,No,No,1849000,No
1992,55300,BARRY OF SAN ANGELO,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,316212,No,No,1849000,No
1993,391300,HIRSCHFELD STEEL COMPANY,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,332114,No,No,1846000,No
1981,148150,KINDER MORGAN-WINK WEST STATION,NA,NA,Groundwater,Industrial,SS,WINKLER,DOCKUM AQUIFER,NA,NA,486110,No,No,1845900,No
1999,421300,HOOVER ENERGY TEXAS LLC-GOMEZ PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,PECOS AQUIFER,NA,NA,211130,No,No,1845225,Yes
1997,673600,PHILLIPS PETROLEUM COMPANY-GAINES STATION PPL,NA,NA,Groundwater,Industrial,SS,GAINES,OGALLALA AQUIFER,NA,NA,486110,No,No,1842900,No
2001,817555,SOUTHWEST TEXTILES INC,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF ABERNATHY,313110,No,No,1841000,No
2001,164702,CO EX PIPE COMPANY,NA,NA,Surface,Industrial,Pur,HOWARD,NA,E V SPENCE LAKE/RESERVOIR,CITY OF BIG SPRING-GENERAL DISTRIBUTION SYSTEM,424610,No,No,1840000,No
2016,656568,NIBLETTS OILFIELD SERVICES-OZONA BRINE STATWEST CROCKETT,NA,NA,Groundwater,Industrial,SS,CROCKETT,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,213112,Yes,No,1839600,Yes
2016,NA,UNIVERSITY OF TEXAS MCDONALD OBSERVATORY,30.635252,-104.0233994,Groundwater,Municipal,SS,JEFF DAVIS,IGNEOUS AQUIFER,NA,NA,NA,No,No,1837200,No
1989,823400,CITY OF STANTON,NA,NA,Groundwater,Municipal,SS,MARTIN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1837000,No
1992,819950,CITY OF SPOFFORD,NA,NA,Groundwater,Municipal,SS,KINNEY,OTHER AQUIFER,NA,NA,NA,NA,NA,1836680,No
1993,819950,CITY OF SPOFFORD,NA,NA,Groundwater,Municipal,SS,KINNEY,OTHER AQUIFER,NA,NA,NA,NA,NA,1836680,No
2018,1104367,PIONEER WATER MANAGEMENT LLC-ODESSA/PIONEER METER STATION,NA,NA,Reuse,Industrial,Pur,MIDLAND,NA,UNKNOWN,CITY OF ODESSA,325998,NA,No,1836422,No
1997,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1836000,No
1998,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1836000,No
1999,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1836000,No
2000,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1836000,No
2003,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1834764,No
1995,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1832000,No
1991,700650,PRIDE REFINING INC,NA,NA,Surface,Industrial,Pur,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,HAWLEY WSC,324110,No,No,1831000,No
2016,954400,CITY OF WOLFFORTH,33.5083122,-102.0127182,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,No,No,1831000,No
2016,725000,SOUTHERN UNION GAS SERVICE-KEYSTONE PLANT,NA,NA,Groundwater,Industrial,SS,WINKLER,PECOS AQUIFER,NA,NA,211130,No,No,1830000,Yes
1984,341300,GRASSLAND WSC,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1829600,No
2016,801833,CONCAN WSC,NA,NA,Groundwater,Municipal,SS,UVALDE,TRINITY AQUIFER,NA,NA,NA,NA,NA,1829200,No
1988,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1828100,No
1989,618160,OAKMONT VILLAGE SADDLE MOUNTAIN WSC,NA,NA,Groundwater,Municipal,SS,REAL,OTHER AQUIFER,NA,NA,NA,NA,NA,1827500,No
1980,237610,DRESSER INDUSTRIES INC-PECOS COUNTY PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,PECOS AQUIFER,NA,NA,311942,No,No,1825640,No
1991,24815,AMOCO PRODUCTION COMPANY-CEDAR LAKE COMPRESSION STATION,NA,NA,Groundwater,Industrial,SS,GAINES,OGALLALA AQUIFER,NA,NA,211112,No,No,1825000,Maybe
2015,725000,SOUTHERN UNION GAS SERVICE-KEYSTONE PLANT,NA,NA,Groundwater,Industrial,SS,WINKLER,PECOS AQUIFER,NA,NA,211130,No,No,1825000,Yes
1991,830158,SUNNYVALE ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1825000,No
1992,830158,SUNNYVALE ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1825000,No
1993,830158,SUNNYVALE ESTATES,NA,NA,Groundwater,Municipal,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1825000,No
1994,861802,TEXAS WATER STATION,NA,NA,Groundwater,Municipal,SS,MARTIN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1825000,No
2013,1103125,BLACK SPUR QUARRY,NA,NA,Groundwater,Industrial,SS,UVALDE,CARRIZO-WILCOX AQUIFER,NA,NA,212312,No,No,1824000,No
2014,1103125,BLACK SPUR QUARRY,NA,NA,Groundwater,Industrial,SS,UVALDE,CARRIZO-WILCOX AQUIFER,NA,NA,212312,No,Yes,1824000,No
2012,800000,SIVALLS INC,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,332313,No,No,1822500,No
2013,800000,SIVALLS INC,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,332313,No,Yes,1822500,No
2014,800000,SIVALLS INC,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,332313,No,Yes,1822500,No
1985,231170,DIXIE PETRO CHEMICAL INC-UNSPECIFIED SYSTEM/FACILITY,NA,NA,Surface,Industrial,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,COLORADO RIVER MWD-J B THOMAS RESERVOIR 14010,325311,No,No,1821670,No
1991,143470,INGRAM ENTERPRISES LP-LUBBOCK NORTH PLANTS,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,327320,No,No,1821000,No
2013,524000,MADERA VALLEY WSC,30.9177139,-103.8461667,Groundwater,Municipal,SS,JEFF DAVIS,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,No,No,1820700,No
1992,263850,AMERICAN PIPELINE COMPANY-SANTA ROSA PLANT,NA,NA,Groundwater,Industrial,SS,PECOS,PECOS AQUIFER,NA,NA,211112,No,No,1819300,Maybe
1991,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1992,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1993,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1994,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1995,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1996,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1997,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1819160,No
1988,881045,TWIN BUTTES WATER SYSTEM INC,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1816900,No
1991,832200,KINDER MORGAN,NA,NA,Groundwater,Industrial,Pur,SCURRY,DOCKUM AQUIFER,NA,R E GLASSCOCK,211112,No,No,1815000,Maybe
2006,703483,LAND O LAKES PURINA FEED LLC-LUBBOCK PLANT,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF LUBBOCK-WATER TREATMENT PLANT,311119,No,No,1811000,No
1992,700650,PRIDE REFINING INC,NA,NA,Surface,Industrial,Pur,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,HAWLEY WSC,324110,No,No,1809100,No
2009,341300,GRASSLAND WSC,NA,NA,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1808910,No
1995,150630,CONCHO RURAL WATER CORPPORATION,NA,NA,Groundwater,Municipal,SS,TOM GREEN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1807000,No
2013,98305,CITY OF BRONTE,NA,NA,Groundwater,Municipal,SS,NOLAN,OTHER AQUIFER,NA,NA,NA,NA,NA,1805000,No
1999,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1803870,No
2000,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1803870,No
1997,332190,BROWN FIELD FARMERS LLC,NA,NA,Groundwater,Industrial,SS,TERRY,OGALLALA AQUIFER,NA,NA,325311,No,No,1803237,No
2015,267921,TARGA TEXAS FIELD SERVICE LP,NA,NA,Groundwater,Industrial,SS,IRION,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1802556,No
1989,806990,SOUTHERN MEADOWS WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1802000,No
1989,886884,UNION SLAUGHTER INC,NA,NA,Groundwater,Industrial,Pur,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,CITY OF DEL RIO,311611,No,No,1801300,No
1997,565840,MIDLAND REPORTER TELEGRAM,NA,NA,Groundwater,Industrial,Pur,MIDLAND,OGALLALA AQUIFER,NA,CITY OF MIDLAND-UTILITIES DEPARTMENT,511110,No,No,1800000,No
2015,791955,MAGELLAN PIPELINE COMPANY LP,NA,NA,Surface,Industrial,Pur,ECTOR,NA,J B THOMAS LAKE/RESERVOIR,CITY OF ODESSA,486910,No,No,1800000,No
2016,791955,MAGELLAN PIPELINE COMPANY LP,NA,NA,Surface,Industrial,Pur,ECTOR,NA,J B THOMAS LAKE/RESERVOIR,CITY OF ODESSA,486910,No,No,1800000,No
2017,791955,MAGELLAN PIPELINE COMPANY LP,NA,NA,Surface,Industrial,Pur,ECTOR,NA,J B THOMAS LAKE/RESERVOIR,CITY OF ODESSA,486910,No,No,1800000,No
1985,285625,FIBER GLASS SYSTEMS LP-BIG SPRING PLANT,NA,NA,Groundwater,Industrial,SS,HOWARD,OGALLALA AQUIFER,NA,NA,424610,No,No,1800000,No
1997,573610,DCP MIDSTREAM-PEGASUS GAS PLANT,NA,NA,Groundwater,Industrial,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211130,No,No,1800000,Yes
1998,573610,DCP MIDSTREAM-PEGASUS GAS PLANT,NA,NA,Groundwater,Industrial,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,211130,No,No,1800000,Yes
2004,181100,CONSOLIDATED PIPE & TUBE COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,332321,No,No,1800000,No
2005,656579,ICO PERMIAMN,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,327332,No,No,1800000,No
2007,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,311224,No,No,1800000,No
2007,656579,ICO PERMIAMN,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,327332,No,No,1800000,No
2008,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,311224,No,No,1800000,No
2009,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,311224,No,No,1800000,No
2010,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,311224,No,No,1800000,No
2011,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,311224,No,No,1800000,No
2012,26050,SOUTHERN COTTON OIL COMPANY,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,311224,No,No,1800000,No
1992,439905,JOHNS MHP,NA,NA,Groundwater,Municipal,SS,MIDLAND,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1800000,No
2001,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1800000,No
2003,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1800000,No
1985,573150,MITSUBISHI AIRCRAFT INTL INC,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,CITY OF SAN ANGELO,336411,No,No,1799426,No
1987,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1799100,No
1995,143470,INGRAM ENTERPRISES LP-LUBBOCK NORTH PLANTS,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,327320,No,No,1797000,No
2017,505260,LLANO ESTACADO WINERY INC,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,312130,No,No,1795952,No
1985,835600,SWENSON WSC,NA,NA,Groundwater,Municipal,SS,STONEWALL,SEYMOUR AQUIFER,NA,NA,NA,NA,NA,1794614,No
1990,668210,CONOCO PHILLIPS PIPELINE COMPANY-BENEDUM PUMP STATION PPL,NA,NA,Groundwater,Industrial,SS,UPTON,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,486210,No,No,1793800,No
1992,201075,CYPRESS BEND,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1793200,No
2002,817555,SOUTHWEST TEXTILES INC,NA,NA,Groundwater,Industrial,Pur,LUBBOCK,OGALLALA AQUIFER,NA,CITY OF ABERNATHY,313110,No,No,1793000,No
1987,186600,ALON USA,NA,NA,Groundwater,Industrial,Pur,HOWARD,OGALLALA AQUIFER,NA,CITY OF BIG SPRING-GENERAL DISTRIBUTION SYSTEM,324110,No,No,1792800,No
2002,847520,TERRELLS MHP WATER SYSTEM,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1792181,No
2014,341300,GRASSLAND WSC,33.1325493,-101.5976334,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,No,No,1787174,No
1988,936865,WEST TEXAS WATER SYSTEM,NA,NA,Groundwater,Industrial,SS,REEVES,PECOS AQUIFER,NA,NA,211112,No,No,1786184,Maybe
1993,626055,114TH STREET MHP,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1786000,No
2001,485200,LANGTRY WSC,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1782123,No
1985,889290,U S AIR FORCE-REESE AFB CES/CEV,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1781000,No
1985,73585,BIG Q MHE,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1780700,No
1994,55300,BARRY OF SAN ANGELO,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,316210,No,No,1780000,No
1984,268980,ESPERANZA WATER SERVICE COMPANY INC,NA,NA,Groundwater,Municipal,SS,HUDSPETH,HUECO-MESILLA BOLSON AQUIFER,NA,NA,NA,NA,NA,1777540,No
1993,55300,BARRY OF SAN ANGELO,NA,NA,Surface,Industrial,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,CITY OF SAN ANGELO,316210,No,No,1777000,No
2018,950400,CITY OF WILSON,33.3205452,-101.7317276,Groundwater,Municipal,SS,LYNN,OGALLALA AQUIFER,NA,NA,NA,No,No,1776400,No
2004,656579,ICO PERMIAMN,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,327332,No,No,1776000,No
1989,653868,PECAN GROVE MHP (LUBBOCK COUNTY),NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,1776000,No
1982,141025,CEDAR HILLS SUBDIVISION,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,1774766,No
2001,514020,LORENZO TEXTILE MILLS,NA,NA,Groundwater,Industrial,Pur,CROSBY,OGALLALA AQUIFER,NA,CITY OF LORENZO,313110,No,No,1774000,No
1986,179320,CONCHO RURAL WATER CORPORATION-WATER VALLEY SYSTEM,NA,NA,Groundwater,Municipal,SS,TOM GREEN,LIPAN AQUIFER,NA,NA,NA,NA,NA,1771800,No
1994,141025,CEDAR HILLS SUBDIVISION,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,1767300,No
2015,179398,CONE WATER SUPPLY,33.7966652,-101.3886108,Groundwater,Municipal,SS,CROSBY,OGALLALA AQUIFER,NA,NA,NA,No,No,1766000,No
1998,800000,SIVALLS INC,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,332313,No,No,1764700,No
1999,800000,SIVALLS INC,NA,NA,Groundwater,Industrial,SS,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,332313,No,No,1764700,No
2015,1103125,MARTIN MARIETTA MATERIALS-BLACK SPUR QUARRY,NA,NA,Groundwater,Industrial,SS,UVALDE,CARRIZO-WILCOX AQUIFER,NA,NA,212312,No,No,1764000,No
1996,325200,HANSON PIPE & PRODUCTS INC-LUBBOCK PLANT,NA,NA,Groundwater,Industrial,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,327332,No,No,1762200,No
1988,724360,SID RICHARDSON CARBON  & ENERGY COMPANY-BIG SPRING CARBON BLACK PLANT,NA,NA,Groundwater,Industrial,SS,HOWARD,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,325182,No,No,1762080,No
1996,141025,CEDAR HILLS SUBDIVISION,NA,NA,Surface,Municipal,Pur,CROSBY,NA,WHITE RIVER LAKE/RESERVOIR,WHITE RIVER MWD,NA,NA,NA,1762000,No
1985,862800,CITY OF TEXON,NA,NA,Groundwater,Municipal,SS,REAGAN,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,1761530,No
